Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sales Per Unit,Original Unit Price,Lead Time
2023-07-31,2023-08-06,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Technology,Machines,1439.982,3,0.4,-263.99670000000026,479.99399999999997,799.99,6 days
2023-07-31,2023-08-06,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Paper,36.28800000000001,7,0.2,12.700800000000001,5.184000000000002,6.480000000000002,6 days
2020-06-19,2020-06-22,First Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,21.400000000000002,5,0.0,6.205999999999998,4.28,4.28,3 days
2023-02-18,2023-02-20,Second Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Appliances,1245.86,7,0.0,361.2993999999999,177.98,177.98,2 days
2020-07-30,2020-08-03,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,17.544,3,0.2,5.921099999999998,5.848,7.31,4 days
2020-07-30,2020-08-03,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Furniture,Furnishings,44.128,4,0.2,12.135200000000001,11.032,13.79,4 days
2020-07-30,2020-08-03,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Appliances,62.92000000000001,1,0.2,10.224499999999994,62.92000000000001,78.65,4 days
2020-07-30,2020-08-03,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,78.304,2,0.2,29.363999999999997,39.152,48.94,4 days
2022-07-17,2022-07-22,Standard Class,Corporate,United States,Bowling Green,Kentucky,42104,South,Furniture,Chairs,140.81,1,0.0,39.4268,140.81,140.81,5 days
2021-02-07,2021-02-09,Second Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Labels,40.096000000000004,4,0.2,13.532399999999996,10.024000000000001,12.530000000000001,2 days
2021-02-07,2021-02-09,Second Class,Corporate,United States,San Antonio,Texas,78207,Central,Furniture,Furnishings,40.784,2,0.6,-30.588,20.392,50.98,2 days
2023-07-28,2023-08-01,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,90.57000000000001,3,0.0,11.774100000000004,30.19,30.19,4 days
2023-01-11,2023-01-16,Second Class,Home Office,United States,Washington,District of Columbia,20016,East,Office Supplies,Paper,40.08,6,0.0,19.2384,6.68,6.68,5 days
2023-01-11,2023-01-16,Second Class,Home Office,United States,Washington,District of Columbia,20016,East,Furniture,Furnishings,37.68,2,0.0,15.825600000000001,18.84,18.84,5 days
2023-09-09,2023-09-09,Same Day,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,362.352,3,0.2,27.176400000000015,120.78399999999999,150.98,0 days
2023-09-09,2023-09-09,Same Day,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Binders,7.184000000000001,2,0.2,2.244999999999999,3.5920000000000005,4.49,0 days
2021-07-18,2021-07-23,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Storage,34.76,1,0.0,9.732800000000001,34.76,34.76,5 days
2021-07-18,2021-07-23,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Technology,Accessories,831.2,5,0.0,124.68000000000004,166.24,166.24,5 days
2021-07-18,2021-07-23,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Paper,26.400000000000002,5,0.0,11.879999999999999,5.28,5.28,5 days
2021-07-18,2021-07-23,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Envelopes,106.75,7,0.0,49.10499999999999,15.25,15.25,5 days
2021-07-18,2021-07-23,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Paper,97.82,2,0.0,45.97539999999999,48.91,48.91,5 days
2021-07-18,2021-07-23,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Storage,141.4,5,0.0,38.178,28.28,28.28,5 days
2020-06-11,2020-06-15,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Art,14.52,3,0.0,4.7916,4.84,4.84,4 days
2023-05-11,2023-05-14,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,127.92000000000002,5,0.2,-15.990000000000002,25.584000000000003,31.980000000000004,3 days
2023-05-11,2023-05-14,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,34.23999999999999,4,0.8,-53.07200000000002,8.559999999999997,42.8,3 days
2021-09-01,2021-09-03,First Class,Corporate,United States,Bristol,Connecticut,6010,East,Office Supplies,Appliances,137.62,2,0.0,60.552800000000005,68.81,68.81,2 days
2021-09-01,2021-09-03,First Class,Corporate,United States,Bristol,Connecticut,6010,East,Technology,Phones,100.49,1,0.0,25.122500000000002,100.49,100.49,2 days
2023-03-25,2023-03-26,First Class,Consumer,United States,New York City,New York,10009,East,Furniture,Bookcases,257.568,2,0.2,-28.976400000000012,128.784,160.98,1 days
2023-03-25,2023-03-26,First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,119.96,4,0.0,33.588800000000006,29.99,29.99,1 days
2020-11-10,2020-11-10,Same Day,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,49.632000000000005,4,0.2,4.9632000000000005,12.408000000000001,15.510000000000002,0 days
2022-10-12,2022-10-16,Standard Class,Corporate,United States,Aurora,Colorado,80013,West,Furniture,Tables,727.45,5,0.5,-465.5680000000001,145.49,290.98,4 days
2022-10-12,2022-10-16,Standard Class,Corporate,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,24.96,3,0.2,4.3679999999999986,8.32,10.4,4 days
2023-11-11,2023-11-11,Same Day,Corporate,United States,Newark,Ohio,43055,East,Technology,Phones,370.782,3,0.4,-92.69550000000004,123.594,205.99,0 days
2023-04-14,2023-04-17,First Class,Corporate,United States,Henderson,Nevada,89015,West,Furniture,Furnishings,196.45,5,0.0,70.72199999999998,39.29,39.29,3 days
2021-06-23,2021-06-29,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,31.104000000000006,6,0.2,10.8864,5.184000000000001,6.480000000000001,6 days
2021-06-23,2021-06-29,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,78.256,2,0.2,-17.607599999999998,39.128,48.91,6 days
2022-08-25,2022-08-28,Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,6.48,1,0.0,3.1104000000000003,6.48,6.48,3 days
2020-07-19,2020-07-23,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,99.2,5,0.0,25.792,19.84,19.84,4 days
2020-07-19,2020-07-23,Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,801.5680000000001,2,0.2,50.097999999999985,400.78400000000005,500.98,4 days
2020-07-19,2020-07-23,Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,272.848,1,0.2,27.284800000000004,272.848,341.06,4 days
2023-11-20,2023-11-24,Standard Class,Consumer,United States,Spokane,Washington,99207,West,Furniture,Tables,70.98,1,0.0,20.584199999999996,70.98,70.98,4 days
2020-06-02,2020-06-07,Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,16.224,2,0.2,5.881200000000001,8.112,10.139999999999999,5 days
2022-03-09,2022-03-15,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Furniture,Bookcases,176.784,1,0.2,-22.098000000000013,176.784,220.98,6 days
2023-03-24,2023-03-28,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,470.3760000000001,3,0.2,47.037600000000026,156.79200000000003,195.99000000000004,4 days
2023-12-28,2024-01-01,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,393.568,4,0.2,-44.276400000000024,98.392,122.99,4 days
2023-12-28,2024-01-01,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,302.376,3,0.2,22.678200000000018,100.79199999999999,125.98999999999998,4 days
2023-03-27,2023-04-01,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,68.74200000000002,9,0.7,-48.119399999999985,7.638000000000002,25.46,5 days
2021-03-03,2021-03-03,Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Envelopes,29.339999999999996,3,0.0,14.669999999999998,9.78,9.78,0 days
2021-03-03,2021-03-03,Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,383.607,7,0.1,63.93449999999997,54.801,60.89,0 days
2021-03-03,2021-03-03,Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,563.4,4,0.0,67.608,140.85,140.85,0 days
2022-11-12,2022-11-16,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,217.05599999999998,7,0.2,78.6828,31.008,38.76,4 days
2023-01-18,2023-01-22,Second Class,Consumer,United States,Keller,Texas,76248,Central,Office Supplies,Labels,6.0,2,0.2,2.0999999999999996,3.0,3.75,4 days
2022-04-21,2022-04-25,Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,31.56,3,0.0,10.4148,10.52,10.52,4 days
2020-05-11,2020-05-13,First Class,Home Office,United States,Hialeah,Florida,33012,South,Office Supplies,Fasteners,7.104000000000001,2,0.2,2.3976,3.5520000000000005,4.44,2 days
2020-05-11,2020-05-13,First Class,Home Office,United States,Hialeah,Florida,33012,South,Office Supplies,Binders,398.35200000000003,8,0.7,-331.9599999999999,49.794000000000004,165.98,2 days
2020-10-19,2020-10-20,First Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Appliances,121.79200000000002,4,0.2,13.701599999999988,30.448000000000004,38.06,1 days
2020-10-19,2020-10-20,First Class,Consumer,United States,Fairfield,Ohio,45014,East,Furniture,Tables,409.59000000000003,3,0.4,-122.87700000000004,136.53,227.55,1 days
2020-03-12,2020-03-16,Standard Class,Corporate,United States,Huntington Beach,California,92646,West,Office Supplies,Paper,10.56,2,0.0,4.752,5.28,5.28,4 days
2020-03-12,2020-03-16,Standard Class,Corporate,United States,Huntington Beach,California,92646,West,Office Supplies,Art,3.38,1,0.0,1.2506,3.38,3.38,4 days
2023-12-21,2023-12-23,Second Class,Consumer,United States,Port Orange,Florida,32127,South,Office Supplies,Envelopes,7.824,1,0.2,2.9339999999999997,7.824,9.78,2 days
2022-11-23,2022-11-28,Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,24.784000000000002,1,0.2,7.744999999999998,24.784000000000002,30.98,5 days
2023-12-01,2023-12-04,First Class,Consumer,United States,Charlottesville,Virginia,22901,South,Office Supplies,Art,34.650000000000006,3,0.0,10.395,11.550000000000002,11.550000000000002,3 days
2021-12-29,2022-01-02,Standard Class,Consumer,United States,Missoula,Montana,59801,West,Office Supplies,Binders,487.98400000000004,2,0.2,152.49499999999998,243.99200000000002,304.99,4 days
2023-10-02,2023-10-05,First Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,1793.98,2,0.0,843.1705999999999,896.99,896.99,3 days
2020-08-27,2020-08-31,Second Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Envelopes,29.808,2,0.2,10.805399999999997,14.904,18.63,4 days
2020-08-27,2020-08-31,Second Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,505.1760000000001,4,0.7,-336.7839999999999,126.29400000000003,420.98,4 days
2020-08-27,2020-08-31,Second Class,Consumer,United States,Miami,Florida,33178,South,Furniture,Tables,174.0585,3,0.45,-110.76450000000001,58.0195,105.49,4 days
2022-06-28,2022-07-02,Second Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,191.88,6,0.0,19.188000000000002,31.98,31.98,4 days
2022-08-19,2022-08-22,First Class,Home Office,United States,Detroit,Michigan,48205,Central,Technology,Phones,14.78,2,0.0,3.9906000000000006,7.39,7.39,3 days
2023-10-20,2023-10-21,First Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,5.184000000000001,1,0.2,1.8144,5.184000000000001,6.480000000000001,1 days
2023-10-20,2023-10-21,First Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Chairs,478.48,2,0.2,47.84800000000001,239.24,299.05,1 days
2023-10-20,2023-10-21,First Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Accessories,28.400000000000002,2,0.2,6.744999999999998,14.200000000000001,17.75,1 days
2023-10-20,2023-10-23,First Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,909.12,8,0.0,9.091199999999958,113.64,113.64,3 days
2022-05-16,2022-05-20,Standard Class,Corporate,United States,Apopka,Florida,32712,South,Office Supplies,Binders,2.9520000000000004,2,0.7,-2.1648000000000005,1.4760000000000002,4.92,4 days
2022-05-16,2022-05-20,Standard Class,Corporate,United States,Apopka,Florida,32712,South,Office Supplies,Binders,27.018000000000008,6,0.7,-21.61440000000001,4.503000000000001,15.010000000000002,4 days
2021-02-01,2021-02-02,First Class,Corporate,United States,Los Angeles,California,90008,West,Furniture,Furnishings,136.92,4,0.0,41.07599999999999,34.23,34.23,1 days
2023-12-17,2023-12-22,Standard Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,18.96,2,0.0,8.532,9.48,9.48,5 days
2022-11-14,2022-11-21,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Accessories,99.39000000000001,3,0.0,40.749900000000004,33.13,33.13,7 days
2023-07-02,2023-07-05,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,273.896,7,0.2,92.43989999999998,39.128,48.91,3 days
2023-07-02,2023-07-05,Second Class,Corporate,United States,Houston,Texas,77041,Central,Technology,Machines,597.1320000000001,3,0.4,49.76099999999997,199.044,331.74,3 days
2020-01-14,2020-01-16,First Class,Consumer,United States,Roswell,Georgia,30076,South,Technology,Accessories,149.95,5,0.0,65.97800000000001,29.99,29.99,2 days
2023-04-29,2023-05-04,Standard Class,Home Office,United States,Boynton Beach,Florida,33437,South,Office Supplies,Labels,4.608,2,0.2,1.6704,2.304,2.8799999999999994,5 days
2023-04-29,2023-05-04,Standard Class,Home Office,United States,Boynton Beach,Florida,33437,South,Office Supplies,Art,15.528,3,0.2,4.852499999999999,5.176,6.47,5 days
2023-04-29,2023-05-04,Standard Class,Home Office,United States,Boynton Beach,Florida,33437,South,Office Supplies,Labels,11.952000000000002,3,0.2,3.8843999999999994,3.9840000000000004,4.98,5 days
2021-11-06,2021-11-12,Standard Class,Consumer,United States,Franklin,Massachusetts,2038,East,Office Supplies,Art,11.65,5,0.0,3.378499999999999,2.33,2.33,6 days
2021-10-28,2021-10-30,Second Class,Home Office,United States,Detroit,Michigan,48227,Central,Technology,Phones,299.9,2,0.0,74.975,149.95,149.95,2 days
2023-08-16,2023-08-18,First Class,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Binders,895.92,5,0.2,302.37299999999993,179.184,223.98,2 days
2023-08-16,2023-08-18,First Class,Corporate,United States,Watertown,New York,13601,East,Furniture,Chairs,462.564,2,0.1,97.65239999999994,231.282,256.98,2 days
2021-10-01,2021-10-07,Standard Class,Corporate,United States,Reading,Pennsylvania,19601,East,Office Supplies,Storage,15.008000000000003,2,0.2,1.5008,7.504000000000001,9.38,6 days
2022-07-07,2022-07-09,Second Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Phones,863.6400000000001,9,0.2,107.95499999999998,95.96000000000001,119.95,2 days
2022-07-07,2022-07-09,Second Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Art,47.616,3,0.2,3.571200000000001,15.872,19.84,2 days
2023-12-04,2023-12-06,Second Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,92.94,3,0.0,41.82299999999999,30.98,30.98,2 days
2023-03-08,2023-03-12,Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Accessories,199.98,2,0.0,69.993,99.99,99.99,4 days
2022-06-08,2022-06-14,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,177.48000000000002,3,0.2,19.966499999999982,59.160000000000004,73.95,6 days
2023-11-27,2023-11-30,First Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,88.768,2,0.2,31.068799999999996,44.384,55.48,3 days
2023-03-15,2023-03-17,Second Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Paper,6.48,1,0.0,3.1104000000000003,6.48,6.48,2 days
2023-03-15,2023-03-17,Second Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,46.51,1,0.0,1.8603999999999985,46.51,46.51,2 days
2023-03-15,2023-03-17,Second Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,659.9760000000001,3,0.2,49.49819999999997,219.99200000000005,274.99000000000007,2 days
2022-11-26,2022-11-28,Second Class,Consumer,United States,Scottsdale,Arizona,85254,West,Technology,Phones,271.992,1,0.2,23.799300000000002,271.992,339.99,2 days
2023-08-05,2023-08-09,Second Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Bookcases,145.74,3,0.0,23.31840000000001,48.580000000000005,48.580000000000005,4 days
2023-08-05,2023-08-09,Second Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Furnishings,15.4,5,0.0,7.3919999999999995,3.08,3.08,4 days
2023-11-26,2023-12-02,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,244.54999999999998,5,0.0,114.93849999999998,48.91,48.91,6 days
2023-11-26,2023-12-02,Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Accessories,166.16,8,0.0,59.8176,20.77,20.77,6 days
2021-05-23,2021-05-25,Second Class,Home Office,United States,San Francisco,California,94109,West,Furniture,Furnishings,14.73,3,0.0,4.860899999999999,4.91,4.91,2 days
2022-07-07,2022-07-11,Standard Class,Consumer,United States,Broomfield,Colorado,80020,West,Office Supplies,Binders,19.968000000000004,2,0.7,-13.311999999999998,9.984000000000002,33.28,4 days
2022-07-07,2022-07-11,Standard Class,Consumer,United States,Broomfield,Colorado,80020,West,Office Supplies,Storage,33.48800000000001,7,0.2,-1.2558000000000051,4.784000000000001,5.98,4 days
2022-07-07,2022-07-11,Standard Class,Consumer,United States,Broomfield,Colorado,80020,West,Office Supplies,Binders,8.736000000000002,4,0.7,-6.1152,2.1840000000000006,7.280000000000001,4 days
2022-07-07,2022-07-11,Standard Class,Consumer,United States,Broomfield,Colorado,80020,West,Furniture,Chairs,662.88,3,0.2,74.57399999999996,220.96,276.2,4 days
2023-08-28,2023-08-31,First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Labels,47.36000000000001,4,0.2,17.759999999999998,11.840000000000002,14.8,3 days
2023-08-28,2023-08-31,First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Storage,27.439999999999998,2,0.2,2.401,13.719999999999999,17.15,3 days
2023-08-28,2023-08-31,First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,3.2399999999999993,9,0.8,-5.184000000000001,0.35999999999999993,1.8,3 days
2022-06-19,2022-06-25,Standard Class,Corporate,United States,Carrollton,Texas,75007,Central,Technology,Accessories,95.968,4,0.2,26.3912,23.992,29.99,6 days
2022-06-19,2022-06-25,Standard Class,Corporate,United States,Carrollton,Texas,75007,Central,Office Supplies,Paper,10.368000000000002,2,0.2,3.6288,5.184000000000001,6.480000000000001,6 days
2023-09-01,2023-09-05,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,23.1,2,0.0,6.468,11.55,11.55,4 days
2023-09-01,2023-09-05,Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,11.54,2,0.0,3.4619999999999997,5.77,5.77,4 days
2023-09-01,2023-09-05,Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Tables,254.52599999999998,1,0.4,-93.3262,254.52599999999998,424.21,4 days
2023-09-01,2023-09-05,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Appliances,12.98,1,0.0,3.764199999999999,12.98,12.98,4 days
2023-09-01,2023-09-05,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,26.432000000000002,8,0.2,8.9208,3.3040000000000003,4.13,4 days
2023-09-01,2023-09-05,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,197.96999999999997,3,0.0,57.41129999999999,65.99,65.99,4 days
2023-09-01,2023-09-05,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Labels,18.9,6,0.0,9.072,3.15,3.15,4 days
2023-09-01,2023-09-05,Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Chairs,1282.41,5,0.1,213.735,256.482,284.98,4 days
2023-09-01,2023-09-05,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,4.92,3,0.0,2.2139999999999995,1.64,1.64,4 days
2023-09-01,2023-09-05,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,238.0,2,0.0,38.08000000000001,119.0,119.0,4 days
2023-09-01,2023-09-05,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,167.97,3,0.0,40.31280000000001,55.99,55.99,4 days
2023-09-01,2023-09-05,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,17.12,4,0.0,7.703999999999999,4.28,4.28,4 days
2023-09-09,2023-09-14,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,16.200000000000003,3,0.0,7.776,5.400000000000001,5.400000000000001,5 days
2023-09-09,2023-09-14,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,33.99,3,0.0,14.615700000000004,11.33,11.33,5 days
2023-09-09,2023-09-14,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Technology,Accessories,296.84999999999997,5,0.0,53.43299999999999,59.36999999999999,59.36999999999999,5 days
2023-09-09,2023-09-14,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Technology,Accessories,112.80000000000001,6,0.0,6.768000000000001,18.8,18.8,5 days
2023-09-09,2023-09-14,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,13.71,3,0.0,6.5808,4.57,4.57,5 days
2023-09-09,2023-09-14,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,24.900000000000002,5,0.0,11.703000000000001,4.98,4.98,5 days
2023-09-09,2023-09-14,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,286.29,3,0.0,17.177399999999977,95.43,95.43,5 days
2023-09-09,2023-09-14,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,24.18,2,0.0,7.253999999999998,12.09,12.09,5 days
2023-12-20,2023-12-27,Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Technology,Phones,281.96999999999997,3,0.0,78.9516,93.99,93.99,7 days
2023-12-20,2023-12-27,Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Office Supplies,Supplies,69.5,5,0.0,20.154999999999994,13.9,13.9,7 days
2023-12-20,2023-12-27,Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Office Supplies,Paper,166.44,3,0.0,79.8912,55.48,55.48,7 days
2023-09-22,2023-09-28,Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Accessories,291.96,4,0.0,102.18599999999998,72.99,72.99,6 days
2023-05-05,2023-05-10,Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,6.408,3,0.2,0.6407999999999998,2.136,2.67,5 days
2023-05-05,2023-05-10,Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Technology,Accessories,408.74399999999997,7,0.2,76.63949999999998,58.391999999999996,72.99,5 days
2020-12-12,2020-12-17,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,5.103999999999999,4,0.8,-8.676800000000002,1.2759999999999998,6.380000000000001,5 days
2020-12-12,2020-12-17,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Fasteners,2.8960000000000004,2,0.2,0.4705999999999998,1.4480000000000002,1.81,5 days
2020-12-12,2020-12-17,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,35.016000000000005,3,0.2,-2.188500000000003,11.672000000000002,14.590000000000002,5 days
2020-10-16,2020-10-18,Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Office Supplies,Storage,275.96999999999997,3,0.0,11.03879999999998,91.99,91.99,2 days
2020-10-16,2020-10-18,Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Technology,Phones,1394.95,5,0.0,362.68699999999995,278.99,278.99,2 days
2020-10-16,2020-10-18,Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Chairs,545.88,6,0.0,70.96439999999998,90.98,90.98,2 days
2021-05-06,2021-05-10,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Art,5.248,2,0.2,0.5903999999999991,2.624,3.28,4 days
2022-04-13,2022-04-13,Same Day,Consumer,United States,Glendale,Arizona,85301,West,Furniture,Chairs,933.5360000000001,4,0.2,105.02279999999996,233.38400000000001,291.73,0 days
2022-04-13,2022-04-13,Same Day,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Storage,42.976,4,0.2,4.297600000000003,10.744,13.43,0 days
2021-12-12,2021-12-14,Second Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,3.76,2,0.0,1.8047999999999997,1.88,1.88,2 days
2020-12-01,2020-12-07,Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,479.96,4,0.0,134.3888,119.99,119.99,6 days
2020-11-23,2020-11-25,Second Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Appliances,320.88,6,0.0,93.05519999999996,53.48,53.48,2 days
2020-11-23,2020-11-25,Second Class,Corporate,United States,Brentwood,California,94513,West,Furniture,Furnishings,23.88,3,0.0,10.507200000000001,7.96,7.96,2 days
2020-11-23,2020-11-25,Second Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Paper,26.76,4,0.0,12.3096,6.69,6.69,2 days
2022-07-24,2022-07-26,First Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,1439.9759999999999,4,0.4,191.9968,359.99399999999997,599.99,2 days
2021-11-07,2021-11-11,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,17.22,3,0.0,7.921200000000001,5.739999999999999,5.739999999999999,4 days
2021-11-07,2021-11-11,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Furniture,Tables,1024.38,7,0.0,215.11979999999994,146.34,146.34,4 days
2021-11-07,2021-11-11,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,26.22,3,0.0,12.3234,8.74,8.74,4 days
2021-11-07,2021-11-11,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,17.34,3,0.0,8.4966,5.78,5.78,4 days
2023-02-23,2023-02-27,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.956,4,0.7,-3.799599999999998,1.239,4.13,4 days
2023-06-24,2023-07-01,Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Labels,71.04,6,0.2,26.640000000000004,11.840000000000002,14.8,7 days
2023-06-24,2023-07-01,Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Art,5.344,2,0.2,0.7347999999999992,2.672,3.34,7 days
2023-06-24,2023-07-01,Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Fasteners,11.304,3,0.2,-2.1195,3.7680000000000002,4.71,7 days
